case,activity,resource,timestamp,Variant,Variant index,(case) IDofConceptCase,(case) Includes_subCases,responsibleactor,sumleges,(case) caseProcedure,casestatus,casetype,landregisterid,lastphase,parts,requestComplete,(case) termName,action_code,activityNameNL,concept:name,dateFinished,dateStop,dueDate,lifecycle:transition,monitoringResource,planned,question
12784487,creating cover letter decision,560912,2015-03-03 00:00:00.000,Variant 8,8,12785089.0,,560912.0,1277.4822,,O,557669,12784486.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_0,begeleidende brief beschikking aanmaken,01_HOOFD_510_0,03/03/15 00:00,,,complete,560912,2015-03-04T11:56:48+01:00,TRUE
6315337,OLO messaging active,560912,2012-12-11 12:21:39.000,Variant 899,899,6315657.0,J,4901428.0,,,G,557669,,Procedure afgebroken,Milieu (vergunning),True,Termijn tot besluit,01_HOOFD_011,OLO berichtenverkeer actief,01_HOOFD_011,12/11/12 12:23,,,complete,560462,2012-12-12T12:21:37+01:00,FALSE
6441282,procedure change after completeness,2670601,2013-01-23 17:11:48.000,Variant 907,907,,J,4901428.0,0.0,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_196,procedureverandering na volledigheid,01_HOOFD_196,01/23/13 17:12,,,complete,2670601,2013-01-24T15:48:22+01:00,FALSE
10721050,phase advice known,560872,2014-06-30 00:00:00.000,Variant 53,53,,,4901428.0,217.03035,,G,557669,,Zaak afgehandeld,Kap,True,,01_HOOFD_375,fase advies bekend,01_HOOFD_375,06/30/14 00:00,,,complete,4676959,2014-07-01T11:13:53+02:00,EMPTY
5262289,send confirmation receipt,560925,2012-07-05 15:40:45.000,Variant 821,821,5262430.0,J,4901428.0,3425.9941,,G,557669,5262288.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,07/05/12 15:41,,,complete,3273854,2012-07-06T15:37:06+02:00,EMPTY
4393000,grounds for refusal,3273854,2012-02-10 08:02:24.000,Variant 682,682,4393203.0,J,4901428.0,1079.1495,,G,557669,4343198.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_380,weigeringsgrond,01_HOOFD_380,02/10/12 08:27,,,complete,3273854,2012-02-11T08:02:23+01:00,FALSE
8598168,phase decision irrevocable,560912,2014-01-30 00:00:00.000,Variant 144,144,8598589.0,J,4901428.0,154.6062,,G,557669,,Zaak afgehandeld,Bouw,False,,01_BB_775,fase besluit onherroepelijk,01_BB_775,01/30/14 00:00,,,complete,560912,2014-01-31T10:58:40+01:00,EMPTY
12095533,registration date publication,9264148,2014-11-20 00:00:00.000,Variant 1,1,12096555.0,,4901428.0,,,G,557669,,Aanvraag ontvangen,Kap,True,Termijn tot besluit,01_HOOFD_101,registratie datum publicatie,01_HOOFD_101,11/20/14 00:00,,,complete,560872,2014-11-21T15:27:59+01:00,EMPTY
4681467,article 34  WABO applies,3273854,2012-05-15 16:46:21.000,Variant 722,722,4681610.0,J,560464.0,151.5714,,O,557669,4681466.0,Besluit genomen,Bouw,False,Termijn bezwaar en beroep 1,09_AH_I_010,artikel 34 WABO van toepassing,09_AH_I_010,05/15/12 16:46,,,complete,3273854,2012-05-16T16:46:20+02:00,FALSE
9622266,procedure change after completeness,2670601,2014-04-16 00:00:00.000,Variant 1072,1072,9622410.0,,560464.0,4744.4126,,O,557669,4804776.0,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_196,procedureverandering na volledigheid,01_HOOFD_196,04/16/14 00:00,,,complete,2670601,2014-04-17T09:42:16+02:00,FALSE
12594996,regular procedure without MER,560872,2014-12-29 00:00:00.000,Variant 6,6,12595217.0,,560872.0,217.03035,,O,557669,,Beschikking verzonden,Kap,True,Termijn bezwaar en beroep 1,04_BPT_005,reguliere procedure zonder MER,04_BPT_005,12/29/14 00:00,,,complete,560872,2014-12-30T14:48:14+01:00,TRUE
5061832,enter senddate decision environmental permit,2670601,2012-07-11 12:33:01.000,Variant 785,785,5061993.0,J,560464.0,537.0753,,O,557669,5061831.0,Beschikking verzonden,"Monument,Handelen in strijd met regels RO",True,Termijn bezwaar en beroep 1,01_HOOFD_510_3,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_3,07/11/12 12:33,,,complete,560464,,EMPTY
5965990,enter senddate acknowledgement,560872,2012-10-15 08:58:22.000,Variant 869,869,5966371.0,J,560464.0,777.62537,,O,557669,,Beschikking verzonden,"Milieu (neutraal wijziging),Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_030_2,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,10/15/12 08:58,,,complete,3273854,,EMPTY
4314099,subcases completeness completed,2670601,2012-03-22 11:02:55.000,Variant 671,671,4314622.0,J,4901428.0,2641.5742,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_120,deelzaken volledigheid afgerond,01_HOOFD_120,03/22/12 11:27,,,complete,2670601,2012-02-09T09:29:03+01:00,EMPTY
4074896,article 34  WABO applies,3273854,2011-11-17 13:39:47.000,Variant 633,633,4075979.0,J,4901428.0,1679.3488,,G,557669,4029138.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,09_AH_I_010,artikel 34 WABO van toepassing,09_AH_I_010,11/17/11 14:03,,,complete,3273854,2011-11-18T13:39:46+01:00,FALSE
8021700,phase archived case,560872,2013-10-25 00:00:00.000,Variant 133,133,,J,4901428.0,213.6162,,G,557669,,Zaak afgehandeld,Kap,True,,01_HOOFD_814,fase zaak gearchiveerd,01_HOOFD_814,10/25/13 00:00,,,complete,4901428,2013-10-26T11:31:31+02:00,EMPTY
3234466,registrer date of publishing received request,2670601,2011-04-11 15:09:47.000,Variant 432,432,3234487.0,J,4901428.0,173.34608,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_100,registratie datum publicatie ingekomen aanvraag,01_HOOFD_100,04/11/11 16:03,,,complete,560925,2011-04-12T15:09:31+02:00,EMPTY
7442589,create subcases completeness,560462,2013-06-03 00:00:00.000,Variant 981,981,7442730.0,J,4901428.0,276.504,Uitgebreid,G,557669,,Procedure afgebroken,"Milieu (vergunning),Gebiedsbescherming",False,Termijn aanvullende gegevens,01_HOOFD_110_0,deelzaken volledigheid aanmaken,01_HOOFD_110_0,06/03/13 00:00,,,complete,560462,2013-06-04T15:33:35+02:00,FALSE
12748452,enter senddate decision environmental permit,560912,2015-03-03 00:00:00.000,Variant 10,10,12749014.0,,560912.0,855.9822,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_3,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_3,03/03/15 00:00,,,complete,560912,2015-03-04T10:51:39+01:00,EMPTY
4601407,register submission date request,560872,2012-02-03 00:00:00.000,Variant 705,705,4601549.0,J,4901428.0,1682.1053,,G,557669,,Vergunning verleend,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_010,registratie datum binnenkomst aanvraag,01_HOOFD_010,02/09/12 12:44,,2012-02-12T12:36:16+01:00,complete,560872,2012-02-10T12:36:16+01:00,EMPTY
4607510,transcript decision environmental permit to stakeholders,560872,2013-01-03 09:08:35.000,Variant 182,182,4608993.0,J,4901428.0,11675.803,Uitgebreid,G,557669,,Besluit onherroepelijk,"Milieu (vergunning),Bouw",False,,01_HOOFD_510_1,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,01/03/13 09:09,,,complete,560950,2013-01-04T08:54:16+01:00,EMPTY
10621018,ask stakeholders views,2670601,2014-07-14 00:00:00.000,Variant 21,21,10621240.0,,560464.0,949.26013,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_430,belanghebbenden zienswijzen vragen,01_HOOFD_430,07/14/14 00:00,,,complete,2670601,2014-07-15T10:51:46+02:00,FALSE
5275397,by law,3273854,2012-08-21 14:00:06.000,Variant 823,823,,J,4901428.0,751.7031,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_480,van rechtswege,01_HOOFD_480,08/21/12 14:00,,,complete,3273854,2012-08-22T14:00:05+02:00,FALSE
4608716,close case,560872,2012-06-18 14:22:30.000,Variant 101,101,4609219.0,J,4936828.0,,,G,557669,,Besluit onherroepelijk,Milieu (neutraal wijziging),True,,01_HOOFD_820,zaak afsluiten,01_HOOFD_820,06/18/12 14:22,,,complete,4936828,,EMPTY
4747525,generating decision environmental permit,3273854,2012-03-29 16:14:05.000,Variant 732,732,4747767.0,J,4901428.0,279.2859,Regulier,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,01_HOOFD_490_2,genereren beschikking omgevingsvergunning,01_HOOFD_490_2,03/29/12 16:14,,,complete,3273854,2012-03-30T16:04:18+02:00,EMPTY
4733021,completed subcases content,3273854,2012-03-29 14:37:43.000,Variant 34,34,,J,4901428.0,279.2859,,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,01_HOOFD_260,deelzaken inhoudelijkheid afgerond,01_HOOFD_260,03/29/12 14:52,,,complete,3273854,2012-03-30T14:37:42+02:00,EMPTY
2771451,phase advice known,2670601,2010-12-01 10:54:19.000,Variant 329,329,2771472.0,J,4901428.0,1354.2542,,G,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_375,fase advies bekend,01_HOOFD_375,12/01/10 10:54,,,complete,560464,,EMPTY
3588647,send letter in progress,3273854,2012-02-14 11:25:40.000,Variant 523,523,,N,4901428.0,336.1884,,G,557669,,Vergunning verleend,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_200,brief in behandeling versturen,01_HOOFD_200,02/14/12 11:36,,,complete,3273854,2012-02-15T11:25:35+01:00,FALSE
6442148,set decision phase decision permitting decided,560890,2013-02-13 00:00:00.000,Variant 908,908,,J,4901428.0,2836.2734,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_490_5a,instellen besluitfase:besluit vergunnen besloten,01_HOOFD_490_5a,02/13/13 08:22,,,complete,560890,2013-02-14T08:21:17+01:00,EMPTY
2887943,register objection and appeal periods,560894,2011-02-23 08:53:12.000,Variant 354,354,2887963.0,J,4901428.0,148.368,,G,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_500,registreren bezwaar beroepstermijn,01_HOOFD_500,11/18/11 13:43,,,complete,560872,2011-02-24T08:53:03+01:00,42
3833827,register submission date request,560872,2011-09-06 00:00:00.000,Variant 92,92,,J,4901428.0,399.582,,G,557669,,Vergunning verleend,Bouw,False,,01_HOOFD_010,registratie datum binnenkomst aanvraag,01_HOOFD_010,09/12/11 10:10,,2011-09-15T09:59:23+02:00,complete,560872,2011-09-13T09:59:23+02:00,EMPTY
3200492,grounds for refusal,560890,2011-06-24 09:41:42.000,Variant 426,426,,J,560894.0,162.51353,Regulier,G,557669,,Vergunning geweigerd,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_380,weigeringsgrond,01_HOOFD_380,09/21/11 12:25,,,complete,560890,2011-06-25T09:41:39+02:00,TRUE
3334996,enter senddate procedure confirmation,3273854,2011-04-29 00:00:00.000,Variant 462,462,3335018.0,J,560464.0,300.108,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_065_2,invoeren verzenddatum procedurebevestiging,01_HOOFD_065_2,04/29/11 09:30,,,complete,3273854,2011-04-19T11:53:54+02:00,EMPTY
4863262,request complete,3273854,2012-04-17 13:58:43.000,Variant 753,753,,J,4901428.0,349.0863,,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,09_AWB45_005,aanvraag volledig,09_AWB45_005,04/17/12 14:13,,,complete,3273854,2012-04-18T13:58:40+02:00,TRUE
2817543,treat subcases content,560872,2011-03-04 12:32:02.000,Variant 168,168,2817552.0,J,560462.0,,Uitgebreid,G,557669,720164.0,Vergunning verleend,Milieu (vergunning),True,,01_HOOFD_250,behandelen deelzaken inhoudelijkheid,01_HOOFD_250,07/04/11 10:18,,,complete,560462,2011-03-05T12:31:47+01:00,EMPTY
8584650,record date of decision environmental permit,560890,2013-11-05 00:00:00.000,Variant 29,29,8585331.0,J,560464.0,21666.33,,O,557669,8584649.0,Beschikking verzonden,"Bouw,Handelen in strijd met regels RO",True,Termijn bezwaar en beroep 1,01_HOOFD_490_5,registreren datum besluit omgevingsvergunning2,01_HOOFD_490_5,11/05/13 00:00,,,complete,2670601,2013-11-02T15:34:43+01:00,EMPTY
4583906,send confirmation receipt,560925,2012-02-07 11:49:44.000,Variant 36,36,4587229.0,J,4901428.0,151.5714,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_020,versturen ontvangstbevestiging,01_HOOFD_020,02/07/12 11:52,,,complete,3273854,,TRUE
4123895,register number of days extension period,3273854,2012-01-09 11:33:58.000,Variant 643,643,4124258.0,J,4901428.0,336.1884,,G,557669,,Vergunning verleend,"Bouw,Handelen in strijd met regels RO,Handelen in strijd met regels RO",True,Termijn bezwaar en beroep 1,06_VD_020,registreren aantal dagen verlengingstermijn,06_VD_020,01/09/12 11:34,,,complete,3273854,2012-01-10T11:33:55+01:00,42
9882236,create monitoring case,560890,2014-05-13 00:00:00.000,Variant 30,30,,,560912.0,299.7708,,O,557669,,Beschikking verzonden,Handelen in strijd met regels RO,True,Termijn bezwaar en beroep 1,01_HOOFD_532,controlehoofdzaak aanmaken,01_HOOFD_532,05/13/14 00:00,,,complete,560894,2014-05-14T12:01:53+02:00,EMPTY
7987079,forward to the competent authority,560912,2013-08-07 00:00:00.000,Variant 1010,1010,7988901.0,J,560464.0,154.6062,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,02_DRZ_010,doorsturen aan bevoegd gezag,02_DRZ_010,08/07/13 00:00,,2013-08-14T08:52:54+02:00,complete,3273854,2013-08-08T08:52:54+02:00,FALSE
11179969,send letter in progress,11744364,2014-12-01 00:00:00.000,Variant 246,246,11180791.0,,560912.0,299.7708,Uitgebreid,O,557669,,Beschikking verzonden,Handelen in strijd met regels RO,True,Termijn bezwaar en beroep 1,01_HOOFD_200,brief in behandeling versturen,01_HOOFD_200,12/01/14 00:00,,,complete,2670601,2014-12-02T14:18:38+01:00,FALSE
7033413,submit decision,2670601,2013-05-08 00:00:00.000,Variant 946,946,7033573.0,J,560464.0,2962.6055,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_491,beschikking voorleggen,01_HOOFD_491,05/08/13 00:00,,,complete,2670601,2013-05-09T16:18:04+02:00,TRUE
12228074,enter senddate acknowledgement,560912,2014-12-01 09:27:11.000,Variant 294,294,,,560912.0,142.67775,,O,557669,,Beschikking verzonden,Handelen in strijd met regels RO,True,Termijn bezwaar en beroep 1,01_HOOFD_030_2,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,02/11/15 00:00,,,complete,2670601,2014-12-02T09:27:09+01:00,EMPTY
6105523,treat subcases content,3273854,2013-03-05 15:08:45.000,Variant 879,879,6105663.0,J,4901428.0,279.2016,,G,557669,6105522.0,Beschikking verzonden,"Bouw,Milieu (neutraal wijziging)",False,Termijn bezwaar en beroep 1,01_HOOFD_250_1,behandelen deelzaken inhoudelijkheid,01_HOOFD_250_1,03/05/13 15:09,,,complete,3273854,2013-03-06T15:08:44+01:00,EMPTY
6853077,article 35 applies,3273854,2013-04-05 12:25:13.000,Variant 932,932,6853358.0,J,560464.0,1718.3712,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,11_AH_II_030,artikel 35 van toepassing,11_AH_II_030,04/05/13 12:26,,,complete,3273854,2013-04-06T12:25:11+02:00,FALSE
8051084,phase decision taken,560872,2013-08-22 00:00:00.000,Variant 39,39,,J,4901428.0,213.6162,,G,557669,,Zaak afgehandeld,Kap,True,,01_HOOFD_495,fase besluit genomen,01_HOOFD_495,08/22/13 00:00,,,complete,4676959,2013-08-23T15:13:33+02:00,EMPTY
3026543,enter senddate procedure confirmation,560462,2011-01-24 00:00:00.000,Variant 171,171,3026555.0,N,4901428.0,553.008,Uitgebreid,G,557669,,Beschikking verzonden,Milieu (vergunning),True,,01_HOOFD_210_2,invoeren verzenddatum procedurebevestiging,01_HOOFD_210_2,09/18/12 10:51,,,complete,560462,2012-03-31T15:14:00+02:00,EMPTY
7034840,enter enddate of suspension,3273854,2013-10-15 00:00:00.000,Variant 948,948,7034980.0,J,560464.0,7264.131,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,11_AH_II_140,registreren datum einde aanhouding,11_AH_II_140,10/15/13 00:00,,,complete,3273854,2013-10-16T17:30:10+02:00,03/10/13 00:00
12566305,creating environmental permit decision,11744364,2015-02-18 00:00:00.000,Variant 307,307,12566447.0,,560912.0,1849.3987,,O,557669,12566304.0,Beschikking verzonden,"Bouw,Aanleg (Uitvoeren werk of werkzaamheid),Inrit/Uitweg",False,Termijn bezwaar en beroep 1,01_HOOFD_490_1,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,02/18/15 00:00,,,complete,2670601,2015-02-19T16:48:02+01:00,EMPTY
3464965,extend procedure term,560890,2011-07-19 14:22:24.000,Variant 497,497,3466268.0,N,4901428.0,336.1884,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,06_VD_010,verlengen proceduretermijn,06_VD_010,07/19/11 14:26,,,complete,2670601,2011-07-20T14:21:38+02:00,FALSE
12336689,start WABOprocedure,560872,2014-12-05 00:00:00.000,Variant 1,1,,,4901428.0,,,G,557669,,Aanvraag ontvangen,Handelen in strijd met regels RO,True,Termijn tot besluit,01_HOOFD_061,WABOprocedure instellen,01_HOOFD_061,12/05/14 00:00,,,complete,10716070,2014-12-08T09:30:35+01:00,EMPTY
7857775,phase application received,560872,2013-07-11 00:00:00.000,Variant 26,26,7857916.0,J,4901428.0,632.0814,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,07/11/13 00:00,,,complete,3273854,2013-07-12T14:30:31+02:00,EMPTY
3912651,suspension ground applicable,560890,2012-01-23 08:37:36.000,Variant 597,597,,J,4901428.0,691.26,Uitgebreid,G,557669,,Vergunning verleend,"Sloop,Monument",False,Termijn bezwaar en beroep 1,11_AH_II_010,aanhoudingsgrond van toepassing,11_AH_II_010,01/23/12 08:38,,,complete,560894,2012-01-24T08:37:31+01:00,FALSE
8995404,set decision status,2670601,2014-01-09 00:00:00.000,Variant 151,151,8995546.0,J,4901428.0,154.6062,,G,557669,,Zaak afgehandeld,"Bouw,Reclame",True,,01_HOOFD_490_1a,instellen besluitstatus,01_HOOFD_490_1a,01/09/14 00:00,,,complete,2670601,2014-01-10T12:15:41+01:00,EMPTY
8577876,phase archived case,560872,2014-03-31 00:00:00.000,Variant 143,143,8578018.0,J,4901428.0,,,G,557669,,Zaak afgehandeld,Milieu (omgevingsvergunning beperkte milieutoets),False,,01_HOOFD_814,fase zaak gearchiveerd,01_HOOFD_814,03/31/14 00:00,,,complete,4901428,2014-04-01T14:52:13+02:00,EMPTY
3745805,register number of days extension period,560462,2011-09-29 14:03:17.000,Variant 86,86,3745947.0,N,560872.0,,,G,557669,3745804.0,Ontwerpbesluit genomen,Kap,False,,06_VD_020,registreren aantal dagen verlengingstermijn,06_VD_020,09/29/11 14:41,,,complete,560872,2011-09-30T14:03:13+02:00,42
8072793,assessment of content completed,3273854,2013-10-15 00:00:00.000,Variant 1013,1013,,J,560464.0,284.89185,,O,557669,,Beschikking verzonden,Aanleg (Uitvoeren werk of werkzaamheid),False,Termijn bezwaar en beroep 1,01_HOOFD_370,inhoudelijke beoordeling afgerond,01_HOOFD_370,10/15/13 00:00,,,complete,3273854,2013-10-16T14:03:34+02:00,EMPTY
7165130,article 34  WABO applies,2670601,2013-06-18 00:00:00.000,Variant 964,964,7165269.0,J,4901428.0,497.05807,,G,557669,7165129.0,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,09_AH_I_010,artikel 34 WABO van toepassing,09_AH_I_010,06/18/13 00:00,,,complete,2670601,2013-06-19T15:43:34+02:00,FALSE
4089231,forward to the competent authority,560872,2011-11-14 16:31:51.000,Variant 636,636,4089934.0,J,2670601.0,602.7028,,G,557669,715758.0,Procedure afgebroken,Bouw,True,,01_HOOFD_040,doorsturen aan bevoegd gezag,01_HOOFD_040,11/14/11 16:32,,2011-11-19T16:31:47+01:00,complete,560872,2011-11-15T16:31:47+01:00,FALSE
3479896,article 34  WABO applies,560890,2012-06-18 09:22:07.000,Variant 500,500,3480007.0,J,4901428.0,889.1964,Uitgebreid,G,557669,,Besluit onherroepelijk,"Milieu (vergunning),Bouw",True,Termijn tot besluit na geen zienswijzen,09_AH_I_010,artikel 34 WABO van toepassing,09_AH_I_010,09/11/12 10:35,,,complete,4936828,2012-06-19T09:21:45+02:00,FALSE
10093171,phase advice known,2670601,2014-06-12 00:00:00.000,Variant 204,204,,,560912.0,2868.7458,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_375,fase advies bekend,01_HOOFD_375,06/12/14 00:00,,,complete,2670601,2014-06-13T15:36:39+02:00,EMPTY
3460499,forward to the competent authority,560872,2011-05-26 16:24:30.000,Variant 495,495,,N,4901428.0,1365.0109,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_040,doorsturen aan bevoegd gezag,01_HOOFD_040,05/26/11 16:25,,2011-05-31T16:24:28+02:00,complete,3273854,2011-05-27T16:24:28+02:00,FALSE
5173437,decision date prior to decision,560462,2014-03-06 00:00:00.000,Variant 187,187,,J,4901428.0,26939.414,Uitgebreid,G,557669,,Zaak afgehandeld,"Bouw,Milieu (vergunning)",True,,01_HOOFD_490_2,besluitdatum voorafgaand aan beschikking,01_HOOFD_490_2,03/06/14 00:00,,,complete,560462,2014-03-07T15:56:58+01:00,TRUE
3917650,suspend term,2670601,2011-11-29 10:53:25.000,Variant 598,598,3917792.0,J,560464.0,276.504,,O,557669,,Vergunning verleend,Aanleg (Uitvoeren werk of werkzaamheid),True,Termijn bezwaar en beroep 1,07_OPS_010,termijn opschorten,07_OPS_010,11/29/11 11:02,,,complete,560872,2011-10-04T11:41:26+02:00,FALSE
6196796,enter senddate decision procedure term extension,2670601,2013-01-10 00:00:00.000,Variant 883,883,,J,560464.0,4621.1997,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,06_VD_060_2,invoeren verzenddatum beschikking verlengen proceduretermijn,06_VD_060_2,01/24/13 09:28,,,complete,2670601,2013-01-25T09:26:44+01:00,EMPTY
